"Source Code","Source Name","Source Coding Scheme","Source Coding Scheme Version","Source Coding Scheme Namespace","Association","REL","Map Rank","Target Code","Target Name","Target Coding Scheme","Target Coding Scheme Version","Target Coding Scheme Namespace"
"C177201","RASA2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9872","RASA2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185626","RASAL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9873","RASAL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185578","RASAL2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9874","RASAL2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24726","RASD1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:15828","RASD1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C42625","RASGRF1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9875","RASGRF1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C39939","RASGRF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9876","RASGRF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97226","RASGRP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9878","RASGRP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C98184","RASIP1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:24716","RASIP1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24756","RASL10A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16954","RASL10A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C60665","RASSF1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9882","RASSF1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104719","RASSF5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17609","RASSF5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C158516","RASSF7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:1166","RASSF7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C131185","RAVER1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:30296","RAVER1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C134316","RAVER2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25577","RAVER2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C17360","RB1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9884","RB1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C88176","RB1CC1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:15574","RB1CC1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101726","RBBP4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9887","RBBP4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C180428","RBBP7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9890","RBBP7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C73440","RBBP8 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9891","RBBP8","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24727","RBBP9 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9892","RBBP9","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176427","RBCK1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:15864","RBCK1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C98194","RBFOX1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18222","RBFOX1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C91746","RBL1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9893","RBL1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24728","RBL2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9894","RBL2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C115382","RBM10 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9896","RBM10","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114448","RBM14 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14219","RBM14","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97293","RBM15 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14959","RBM15","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C99641","RBM38 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:15818","RBM38","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106255","RBM4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9901","RBM4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24729","RBM5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9902","RBM5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24730","RBM6 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9903","RBM6","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C177189","RBM8A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9905","RBM8A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114445","RBMS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9907","RBMS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C138096","RBP4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9922","RBP4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114508","RBPJ Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:5724","RBPJ","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C125180","RBPMS Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:19097","RBPMS","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24731","RBX1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9928","RBX1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C82944","RCAN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:3040","RCAN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C115010","RCE1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13721","RCE1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24732","RCN2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9935","RCN2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C119661","RCSD1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28310","RCSD1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26491","RECQL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9948","RECQL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26492","RECQL4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9949","RECQL4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C26493","RECQL5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9950","RECQL5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C131322","REG1A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9951","REG1A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C105382","REG3A Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:8601","REG3A","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C17084","REL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9954","REL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C28646","RELA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9955","RELA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C105997","RELB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9956","RELB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C102799","RELN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9957","RELN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C159401","RELT Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13764","RELT","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113589","REN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9958","REN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C122744","REST Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9966","REST","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18257","RET Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9967","RET","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113641","RETN Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:20389","RETN","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106283","REV1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14060","REV1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C180770","RFC1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9969","RFC1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C180774","RFC2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9970","RFC2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C180762","RFC3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9971","RFC3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C158525","RFC4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9972","RFC4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C180751","RFC5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9973","RFC5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C201537","RFLNA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:27051","RFLNA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C138082","RFWD3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:25539","RFWD3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176566","RFX5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9986","RFX5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176571","RFXANK Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9987","RFXANK","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176575","RFXAP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9988","RFXAP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C113576","RGL4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:31911","RGL4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C143082","RGPD3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:32416","RGPD3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24735","RGS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9991","RGS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C188882","RGS16 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9997","RGS16","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24736","RGS19 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13735","RGS19","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24737","RGS2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9998","RGS2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114442","RGS22 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:24499","RGS22","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24738","RGS3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:9999","RGS3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101655","RGS4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10000","RGS4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C74517","RGS5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10001","RGS5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C143118","RGS7 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10003","RGS7","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C132322","RHBDF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:20788","RHBDF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C115281","RHEB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10011","RHEB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C129078","RHO Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10012","RHO","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18356","RHOA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:667","RHOA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18357","RHOB Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:668","RHOB","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18358","RHOC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:669","RHOC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21320","RHOH Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:686","RHOH","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C106080","RHOJ Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:688","RHOJ","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114325","RHOU Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17794","RHOU","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C143022","RHPN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:19973","RHPN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104735","RICTOR Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28611","RICTOR","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C124092","RIF1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:23207","RIF1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185054","RIMS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17282","RIMS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C181667","RIN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18749","RIN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114919","RINT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21876","RINT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21223","RIPK1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10019","RIPK1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24741","RIPK2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10020","RIPK2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24742","RIPK3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10021","RIPK3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C96386","RIPK4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:496","RIPK4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C175641","RIT1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10023","RIT1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104752","RLF Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10025","RLF","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C96027","RMI2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:28349","RMI2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176583","RMRP Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10031","RMRP","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C190013","RNASE2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10045","RNASE2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101335","RNASEL Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10050","RNASEL","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24743","RNF11 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10056","RNF11","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C185005","RNF111 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17384","RNF111","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C111931","RNF130 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18280","RNF130","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21472","RNF139 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17023","RNF139","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C99465","RNF146 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21336","RNF146","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C150304","RNF2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10061","RNF2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C102915","RNF20 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10062","RNF20","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97390","RNF213 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:14539","RNF213","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C114439","RNF216 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:21698","RNF216","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C97903","RNF217-AS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:50866","RNF217-AS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C176431","RNF31 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:16031","RNF31","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C107649","RNF43 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:18505","RNF43","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C125482","RNF5 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10068","RNF5","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C101602","RNH1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10074","RNH1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C21393","RNR1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10082","RNR1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C181109","RO60 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:11313","RO60","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C126588","ROBO1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10249","ROBO1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C126774","ROBO2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10250","ROBO2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C126777","ROBO3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:13433","ROBO3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C74444","ROBO4 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17985","ROBO4","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24744","ROCK1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10251","ROCK1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C178171","ROCK2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10252","ROCK2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C143008","ROPN1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:17692","ROPN1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24745","ROR1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10256","ROR1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24746","ROR2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10257","ROR2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C24747","RORA Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10258","RORA","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104245","RORC Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10260","RORC","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C18399","ROS1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10261","ROS1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C75565","RP2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10274","RP2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C104755","RPA1 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10289","RPA1","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C116634","RPA2 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10290","RPA2","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
"C116637","RPA3 Gene","NCI_Thesaurus","23.11d","NCI_Thesaurus","mapsTo","mapsTo","1","HGNC:10291","RPA3","HGNC:_HUGO_Gene_Nomenclature_Committee","202311","HGNC"
